standardized_smiles,scaffold,pic50,split
C#Cc1ccc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)nc1,C(=Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,8.49,train
C#Cc1ccc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)nc1,O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,8.15,train
C#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.61,train
C#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.56,train
C#Cc1ccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,7.165,train
C#Cc1ccc(F)c(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,8.25,train
C#Cc1ccc(F)c([C@@]2(C)N=C(N)S[C@@]3(C(=O)N(C)C)C[C@H]32)c1,C1=NC(c2ccccc2)C2CC2S1,6.42,train
C#Cc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,O=C1NC=NC12c1ccccc1CC21CCCCC1,8.0,train
C#Cc1ccc2c(c1)[C@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,O=C1NC=NC12c1ccccc1CC21CCCCC1,7.51,train
C#Cc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCN(C(C)=O)CC2)O3)c1,O=C1NC=NC12c1cc(-c3ccccc3)ccc1OC21CCNCC1,5.71,train
C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,8.31,train
C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1F,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,7.4,train
C#Cc1cccc(NC2CC(Nc3cccc(-c4cn([C@H](CNCc5cccc(Br)c5)Cc5ccccc5)nn4)c3)C(O)CC2O)c1,c1ccc(CNCC(Cc2ccccc2)n2cc(-c3cccc(NC4CCCC(Nc5ccccc5)C4)c3)nn2)cc1,5.62,validation
C#Cc1cccc(NC2CC(O)C(Nc3cccc(-c4cn([C@H](CNCc5cccc(Br)c5)Cc5ccccc5)nn4)c3)CC2O)c1,c1ccc(CNCC(Cc2ccccc2)n2cc(-c3cccc(NC4CCC(Nc5ccccc5)CC4)c3)nn2)cc1,5.47,test
C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1ccccc1,6.58,train
C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,8.7,train
C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3cnccn3)c1)N=CS2,8.4,train
C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,8.01,train
C#Cc1cnc(Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)c2ncc(Cl)cc12,O=S1(=O)CC=NC(c2cccc(Nc3nccc4cccnc34)c2)C1,8.89,train
C#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1,6.17,train
C#Cc1csc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,c1ccc(CCCCNC2(c3cccs3)CCCCC2)cc1,5.37,train
C#Cc1cscc1CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O,c1ccc2c(c1)CCN=C2NCCc1ccsc1,6.12,train
C(=N/C1CCN(Cc2ccccc2)C1)/c1ccccc1,C(=NC1CCN(Cc2ccccc2)C1)c1ccccc1,5.36,train
C(=N\C1CCN(Cc2ccccc2)CC1)/c1ccccc1,C(=NC1CCN(Cc2ccccc2)CC1)c1ccccc1,5.47,train
C(=N\Nc1nnc(-c2cccs2)c(-c2cccs2)n1)/c1cc2ccccc2[nH]1,C(=NNc1nnc(-c2cccs2)c(-c2cccs2)n1)c1cc2ccccc2[nH]1,6.16,test
C/C(=C\C1=CCN(C(=O)CCc2ccccc2)C(=O)C1)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1C=CC1=CCN(C(=O)CCc2ccccc2)C(=O)C1,8.68,test
C/C(=C\CC/C(C)=C/CCC1(C)C=Cc2cc(C(=O)O)ccc2O1)CC/C=C(\C)C(=O)O,C1=Cc2ccccc2OC1,4.94,train
C/C(=C\CC/C(C)=C/Cc1cc(C(=O)O)ccc1O)CC/C=C(\C)CC/C=C(\C)C(=O)O,c1ccccc1,5.7,train
C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CC/C=C(\C)CC[C@H](O)C(C)(C)O,c1ccccc1,4.46,train
C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CCCC1=C/C(=C\C(C)(C)O)OC1=O,C=C1C=C(CCCC=CCc2ccccc2)C(=O)O1,4.98,train
C/C=C(\C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,c1ccc(CCCCNC2(c3ccccc3)CCCCC2)cc1,6.42,train
C/C=C/COc1ccc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)nc1,O=C(Nc1cccc(C2CCSC=N2)c1)c1ccccn1,7.0,train
C/C=C1/C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,C=C1C(CC(=O)OCCc2ccccc2)C=COC1OC1CCCCO1,5.56,validation
C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,5.48,train
C=C(C)COc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,7.0,train
C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,5.28,train
C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1OC)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,5.08,train
C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,5.58,train
C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,4.61,train
C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1OC)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,5.17,train
C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,4.43,train
C=C(C)[C@H](CCC(C)(C)O)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,O=C1CC(c2ccccc2)Oc2ccccc21,4.41,train
C=C(C)c1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1ccccn1,8.29,train
C=C(C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,c1ccc(CCCCNC2(c3ccccc3)CCCCC2)cc1,7.0,train
C=C(CC/C=C(\C)CC/C=C(\C)C(=O)O)C(O)CC/C(C)=C/Cc1cc(C(=O)O)ccc1O,c1ccccc1,4.83,train
C=C(c1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2)C(F)(F)F,O=C1NC=NC12c1ccccc1CC21CCCCC1,5.97,train
C=C(c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CC2)c1)C(F)(F)F,c1ccc(CCCCNC2(c3ccccc3)CC2)cc1,5.89,train
C=C(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1,C=C(c1ccccc1)c1cccc(C(=O)NC(CCNC2CC2)Cc2ccccc2)c1,5.89,validation
C=C1CC(CNc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)C1,C=C1CC(CNc2cccc(C3N=COC4CC43)c2)C1,5.22,validation
C=C1CCC(NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CN1,C=C1CCC(NCCCCc2ccccc2)(c2ccccc2)CN1,7.32,test
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CO1,7.33,train
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CS1,8.5,test
C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O1,C=C1CC(c2cccc(NC(=O)c3ccccn3)c2)N=CO1,7.57,train
C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(C)cn3)ccc2F)N=C(N)S1,C=C1CC(c2cccc(NC(=O)c3cnccn3)c2)N=CS1,7.12,train
C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)N=C(N)S1,C=C1CC(c2cccc(NC(=O)c3cnccn3)c2)N=CS1,7.8,train
C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2C)N=C(N)S1,C=C1CC(c2cncc(NC(=O)c3cnccn3)c2)N=CS1,7.44,train
C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2Cl)N=C(N)S1,C=C1CC(c2cncc(NC(=O)c3cnccn3)c2)N=CS1,7.85,train
C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3F)cnc2Cl)N=C(N)S1,C=C1CC(c2cncc(NC(=O)c3ccccn3)c2)N=CS1,7.66,train
C=C1C[C@@](C)(c2cncc(NC(=O)c3cnc(OC)cn3)c2)N=C(N)S1,C=C1CC(c2cncc(NC(=O)c3cnccn3)c2)N=CS1,7.2,train
C=C1C[C@@](C)(c2cncc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)c2)N=C(N)S1,C=C1CC(c2cncc(NC(=O)c3ccccn3)c2)N=CS1,6.99,train
C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@@H](C(=O)OC)[C@]1(C)C(=O)[C@](C)(O)C(=O)OC,C=C1CCC2CC(=O)C3CC(=O)CCC3C2C1,4.5,validation
C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@H]2C(=O)O[C@@H](C)C(=O)[C@]12C,C=C1CC2C3CCC(=O)CC3C(=O)CC2C2C(=O)OCC(=O)C12,5.23,train
C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C,C=C1CC2C3CCC(=O)CC3C(=O)CC2C2C(=O)OCC(=O)C12,5.48,train
C=C1[C@@]23C(=O)O[C@H](C)[C@@]2(O)C(=O)O[C@]1(C)[C@@H](O)C1=C2CO[C@H]4CC(=O)OC(C)(C)[C@@]24CC[C@@]13C,C=C1C2CC3=C4COC5CC(=O)OCC45CCC3C13C(=O)OCC3C(=O)O2,7.11,train
C=CC(=O)CC(=O)CC(c1ccc(O)cc1)c1ccc2cc[nH]c2c1,c1ccc(Cc2ccc3cc[nH]c3c2)cc1,5.62,test
C=CCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ccccc32)cc1,6.390000000000001,train
C=CCCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ccccc32)cc1,6.72,train
C=CCCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ncccc32)cc1,7.755,train
C=CCCCCC(=O)N[C@@H](Cc1cccc(CC=C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ccc(CC)cc21,c1ccc(CCCCNC2CC3(CCC3)Oc3ccccc32)cc1,7.04,train
C=CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,6.72,train
C=CCN(CC=C)C(=O)c1cc(OCC(=O)NCCCCCN)cc(C(=O)N[C@H](C)c2ccccc2)c1,O=C(NCc1ccccc1)c1ccccc1,4.6,train
C=CCN1C2(COS1(=O)=O)c1cc(Br)ccc1CC21CCC(OC)CC1,O=S1(=O)NC2(CO1)c1ccccc1CC21CCCCC1,5.63,validation
C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,c1ccc(-c2ccc(-c3ccccc3)n2Cc2ccccn2)cc1,6.23,train
C=CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(-c2ccccc2C(C)=O)c1,O=C(NCCc1ccccc1)c1cc(C(=O)NCc2ccccc2)cc(-c2ccccc2)c1,6.65,train
C=CCO/N=C(/C)c1cc(C(=O)NC(C)c2ccc(F)cc2)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCNCc2ccccc2)Cc2ccccc2)c1,6.53,train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccccc1,7.46,train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N[C@H](C)c2ccccc2)c1,O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCNCc2ccccc2)Cc2ccccc2)c1,6.6850000000000005,train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccccc1,6.630000000000001,train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(Nc2ccccc2)c1,7.18,train
C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1,6.4350000000000005,train
C=CCOC[C@@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,O=C(NCCOc1ccccc1)c1cccc(C(=O)NCc2ccccc2)c1,5.69,train
C=CCOc1ccc(-c2ccc(-c3ccccc3)n2CC(=O)NC(=N)N)cc1,c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1,5.77,train
C=CCOc1cnc(/C(F)=C/c2cc(F)c(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1,O=S1(=O)CC(c2cccc(C=Cc3cnccn3)c2)N=CN1,6.855,train
C=CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)[C@@]4(CF)CC[C@@H]3S4(=O)=O)c2)cn1,O=S1(=O)C2C=NC(c3cccc(C=Cc4cnccn4)c3)C1CC2,6.835,train
C=CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.32,train
C=CC[C@H](NC(C)=O)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)CCC1(CCC1)O2,7.51,train
C=CC[C@H](NC(C)=O)[C@H](O)CN[C@H]1C[C@]2(C[C@H](O)C2)Oc2ncc(CC(C)(C)C)cc21,c1cnc2c(c1)CCC1(CCC1)O2,7.935,train
C=CCc1cccc(C[C@H](NC(=O)c2cc(-c3ccccn3)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,O=C(NC(CCNC1CC2(CCC2)Oc2ccccc21)Cc1ccccc1)c1c[nH]c(=O)c(-c2ccccn2)c1,6.8,test
C=CCc1cccc(C[C@H](NC(=O)c2cc(Br)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,O=C(NC(CCNC1CC2(CCC2)Oc2ccccc21)Cc1ccccc1)c1ccc(=O)[nH]c1,6.93,test
C=CCc1cccc(C[C@H](NC(=O)c2cc(N3CCCC3)c(=O)n(CC=C)c2)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ccc(CC)cc32)c1,O=C(NC(CCNC1CC2(CCC2)Oc2ccccc21)Cc1ccccc1)c1c[nH]c(=O)c(N2CCCC2)c1,7.535,test
C=CCn1c(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc2sc3c(c2c1=O)CCCC3,O=C(CSc1nc2sc3c(c2c(=O)[nH]1)CCCC3)Nc1ccccc1,4.0,validation
C=CN(C=C)C(=O)c1cc(OCC(=O)NCCCCCN)cc(C(=O)N[C@H](C)c2ccccc2)c1,O=C(NCc1ccccc1)c1ccccc1,4.6,train
C=Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1ccccn1,9.23,train
C=Cc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,O=C1NC=NC12c1ccccc1CC21CCCCC1,6.96,train
C=Cc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,6.82,train
CC#C/C(F)=C/c1ccc(F)c([C@@]2(C)N=C(N)S[C@@]3(C(=O)N(C)C)C[C@H]32)c1,C1=NC(c2ccccc2)C2CC2S1,7.03,train
CC#CC(=O)Nc1ccc(F)c(C2(C)Cc3c(F)cncc3C(N)=N2)c1,C1=NC(c2ccccc2)Cc2ccncc21,7.27,test
CC#CC(=O)Nc1cccc([C@]2(C)CCSC(N)=N2)c1,C1=NC(c2ccccc2)CCS1,6.14,train
CC#CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,6.92,train
CC#CCOc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CF)C[C@H]43)c2)nc1,C(#Cc1ccccn1)c1cccc(C2N=CSC3CC32)c1,7.02,train
CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,8.52,train
CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,8.07,train
CC#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,8.24,train
CC#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,8.05,train
CC#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)nc1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1ccccn1,9.4,train
CC#CCOc1ccc(C(=O)Nc2ccc3c(c2)C2(CCO3)N=C(C)C(N)=N2)nc1,O=C(Nc1ccc2c(c1)C1(CCO2)N=CC=N1)c1ccccn1,6.95,train
CC#CCOc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1ccccn1,7.75,train
CC#CCOc1cnc(/C(F)=C/c2cc(F)c(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1,O=S1(=O)CC(c2cccc(C=Cc3cnccn3)c2)N=CN1,9.0,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)N(C)S(=O)(=O)C3(C)C)c2)cn1,O=S1(=O)CC(c2cccc(C=Cc3cnccn3)c2)N=CN1,8.5,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)OC[C@@H]3OCC(F)(F)F)c2)cn1,C(=Cc1cnccn1)c1cccc(C2CCOC=N2)c1,7.300000000000001,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,9.4,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,8.66,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,9.4,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,7.75,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,9.7,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)[C@@]4(CF)CC[C@@H]3S4(=O)=O)c2)cn1,O=S1(=O)C2C=NC(c3cccc(C=Cc4cnccn4)c3)C1CC2,8.7,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,8.85,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(CF)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,7.705,train
CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(NC(=O)c3ccccc3)=N4)c2)cn1,O=C(NC1=NC2(c3cccc(C=Cc4cnccn4)c3)CN(c3ncccn3)CC2CS1)c1ccccc1,9.54,validation
CC#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,C(=Cc1cnccn1)c1cncc(C2N=CSC3CC32)c1,9.1,train
CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,8.8,train
CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,8.07,train
CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,8.75,train
CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.53,train
CC#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,8.77,train
CC#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,8.940000000000001,train
CC#CCOc1cnc(C(=O)Nc2ccc(Cl)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.245,train
CC#CCOc1cnc(C(=O)Nc2ccc(F)c(C34COCC3COC(N)=N4)c2)cn1,O=C(Nc1cccc(C23COCC2COC=N3)c1)c1cnccn1,7.57,train
